STNAME,year_start,year_end,variable,control,population,query,wt_var,url
MISSOURI,2004,2005,ABODHER,NONE,"3,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSOURI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMONTANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEBRASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEVADA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+HAMPSHIRE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,2004,2005,ABODHER,NONE,"14,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+JERSEY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,2004,2005,ABODHER,NONE,"4,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+MEXICO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,2004,2005,ABODHER,NONE,"42,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+YORK&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,2004,2005,ABODHER,NONE,"6,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOHIO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOKLAHOMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,2004,2005,ABODHER,NONE,"5,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOREGON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,2004,2005,ABODHER,NONE,"16,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DPENNSYLVANIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DRHODE+ISLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DSOUTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DSOUTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DTENNESSEE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,2004,2005,ABODHER,NONE,"12,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DTEXAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,2004,2005,ABODHER,NONE,"3,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DUTAH&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,2004,2005,ABODHER,NONE,"1,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DVERMONT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,2004,2005,ABODHER,NONE,"16,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DVIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,2004,2005,ABODHER,NONE,"6,000",6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWASHINGTON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWEST+VIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWISCONSIN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,2004,2005,ABODHER,NONE,Suppressed,6,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2004-2005-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWYOMING&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALABAMA,2006,2007,ABODANL,NONE,"48,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DALABAMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALASKA,2006,2007,ABODANL,NONE,"3,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DALASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARIZONA,2006,2007,ABODANL,NONE,"55,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DARIZONA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARKANSAS,2006,2007,ABODANL,NONE,"19,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DARKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CALIFORNIA,2006,2007,ABODANL,NONE,"161,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DCALIFORNIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
COLORADO,2006,2007,ABODANL,NONE,"24,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DCOLORADO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CONNECTICUT,2006,2007,ABODANL,NONE,"12,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DCONNECTICUT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DELAWARE,2006,2007,ABODANL,NONE,"5,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DDELAWARE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DISTRICT OFCOLUMBIA,2006,2007,ABODANL,NONE,"2,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DDISTRICT+OF+COLUMBIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
FLORIDA,2006,2007,ABODANL,NONE,"132,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DFLORIDA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,2006,2007,ABODANL,NONE,"86,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DGEORGIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,2006,2007,ABODANL,NONE,"2,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DHAWAII&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,2006,2007,ABODANL,NONE,"7,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DIDAHO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,2006,2007,ABODANL,NONE,"53,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DILLINOIS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,2006,2007,ABODANL,NONE,"30,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DINDIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,2006,2007,ABODANL,NONE,"11,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DIOWA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,2006,2007,ABODANL,NONE,"11,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,2006,2007,ABODANL,NONE,"51,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DKENTUCKY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,2006,2007,ABODANL,NONE,"35,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DLOUISIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,2006,2007,ABODANL,NONE,"10,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMAINE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,2006,2007,ABODANL,NONE,"31,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMARYLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,2006,2007,ABODANL,NONE,"28,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMASSACHUSETTS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,2006,2007,ABODANL,NONE,"46,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMICHIGAN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,2006,2007,ABODANL,NONE,"27,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMINNESOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,2006,2007,ABODANL,NONE,"13,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMISSISSIPPI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,2006,2007,ABODANL,NONE,"24,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMISSOURI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,2006,2007,ABODANL,NONE,"8,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DMONTANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,2006,2007,ABODANL,NONE,"1,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNEBRASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,2006,2007,ABODANL,NONE,"12,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNEVADA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,2006,2007,ABODANL,NONE,"10,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNEW+HAMPSHIRE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,2006,2007,ABODANL,NONE,"8,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNEW+JERSEY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,2006,2007,ABODANL,NONE,"25,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNEW+MEXICO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,2006,2007,ABODANL,NONE,"83,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNEW+YORK&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,2006,2007,ABODANL,NONE,"40,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNORTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,2006,2007,ABODANL,NONE,"2,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DNORTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,2006,2007,ABODANL,NONE,"73,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DOHIO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,2006,2007,ABODANL,NONE,"30,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DOKLAHOMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,2006,2007,ABODANL,NONE,"24,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DOREGON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,2006,2007,ABODANL,NONE,"62,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DPENNSYLVANIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,2006,2007,ABODANL,NONE,"7,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DRHODE+ISLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,2006,2007,ABODANL,NONE,"24,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DSOUTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,2006,2007,ABODANL,NONE,"1,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DSOUTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,2006,2007,ABODANL,NONE,"62,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DTENNESSEE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,2006,2007,ABODANL,NONE,"123,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DTEXAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,2006,2007,ABODANL,NONE,"13,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DUTAH&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,2006,2007,ABODANL,NONE,"4,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DVERMONT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,2006,2007,ABODANL,NONE,"21,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DVIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,2006,2007,ABODANL,NONE,"45,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DWASHINGTON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,2006,2007,ABODANL,NONE,"18,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DWEST+VIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,2006,2007,ABODANL,NONE,"42,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DWISCONSIN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,2006,2007,ABODANL,NONE,"1,000",7,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&filter=ABODANL%3D1%26STNAME%3DWYOMING&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALABAMA,2006,2007,ABODANL,ABODHER,"48,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DALABAMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALASKA,2006,2007,ABODANL,ABODHER,"3,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DALASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARIZONA,2006,2007,ABODANL,ABODHER,"54,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DARIZONA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARKANSAS,2006,2007,ABODANL,ABODHER,"18,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DARKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CALIFORNIA,2006,2007,ABODANL,ABODHER,"161,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DCALIFORNIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
COLORADO,2006,2007,ABODANL,ABODHER,"24,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DCOLORADO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CONNECTICUT,2006,2007,ABODANL,ABODHER,"11,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DCONNECTICUT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DELAWARE,2006,2007,ABODANL,ABODHER,"5,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DDELAWARE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DISTRICT OFCOLUMBIA,2006,2007,ABODANL,ABODHER,"2,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DDISTRICT+OF+COLUMBIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
FLORIDA,2006,2007,ABODANL,ABODHER,"132,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DFLORIDA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,2006,2007,ABODANL,ABODHER,"71,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DGEORGIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,2006,2007,ABODANL,ABODHER,"2,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DHAWAII&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,2006,2007,ABODANL,ABODHER,"7,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DIDAHO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,2006,2007,ABODANL,ABODHER,"43,000",8,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2006-2007-RD02YR?column=ABODANL&control=ABODHER&filter=ABODANL%3D1%26ABODHER%3D0%26STNAME%3DILLINOIS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
